ID;Tipo;ROL;NOMBRE;RUT;DIRECCION;CODIGO_SII;ACTIVIDAD;FECHA_INGR;POINT_X;POINT_Y
989;COMERCIAL;2-004678;COMERCIAL ARDEA S. A.;85551200-9;TEGUALDA 860;471100,000000;MINIMERCADO;01/07/1900;-73,02196400000;-36,81514770000
990;COMERCIAL;2-004708;EXPORTADORA E IMPORTADORA KIBALION LIMITADA;79557130-2;RENGO 460;469000,000000;EXPORT/IMPORT GENERA;;-73,05197200000;-36,82786510000
991;COMERCIAL;2-004709;COMERCIAL ARDEA S. A.;85551200-9;TEGUALDA 860;561000,000000;REST DIURNO;01/07/1900;-73,02196400000;-36,81514770000
992;COMERCIAL;2-004720;ORTIZ REQUENA RAÚL ALEJANDRO;;PAICAVI  1153;477399,000000;C/VTA.BOTELLAS Y MET;01/07/1;-73,04666750000;-36,81665240000
993;COMERCIAL;2-004738;LABORATORIO DIAGONAL S. A.;79783890-K;ONGOLMO 174;869010,000000;LAB CLINICO MEDICO;01/0;-73,04133480000;-36,82697140000
994;COMERCIAL;2-004753;COMERCIAL ARDEA S. A.;85551200-9;TEGUALDA 860;492120,000000;TERMINAL DE BUSES;01/07/19;-73,02196400000;-36,81514770000
995;COMERCIAL;2-004755;LA CASA DEL FILTRO LIMITADA;79891980-6;MAIPU 189;451002,000000;VTA.Y DISTRIB.FILTRO;01/07;-73,05772250000;-36,82692720000
996;COMERCIAL;2-004756;SOCIEDAD INMOBILIARIA GAL LIMITADA;76227434-5;FREIRE 346;522120,000000;PLAYA ESTACIONAMIENT;;-73,05504680000;-36,82729110000
997;COMERCIAL;2-004761;EMPRESA DE CORREOS DE CHILE;60503000-9;COLO COLO  417;492120,000000;ADMIS. ENVIOS POSTAL;;-73,04846790000;-36,82665350000
998;COMERCIAL;2-004765;SOCIEDAD COMERCIAL YAEGER LIMITADA;76965554-9;LOS CARRERA  975;472200,000000;MINIMERCADO;;-73,04885890000;-36,82149240000
999;COMERCIAL;2-004767;PRINAL LTDA.;83877600-0;PATRICIO LYNCH  2566;462010,000000;BODEGA DIST PRODUCTO;;-73,03229200000;-36,80976420000
1000;COMERCIAL;2-004790;ZURITA ZURITA PEDRO RENE;;MAIPU 1596;471100,000000;MINIMERCADO;01/07/1900;-73,03993970000;-36,81987300000
1001;COMERCIAL;2-004795;ESTACIONAMIENTO SERVICIO Y CONSTRUCIONES GAVACAM LIMITADA;78305080-3;CAUPOLICAN 331;522120,000000;;;-73,05074700000;-36,82859190000
1002;COMERCIAL;2-004802;GAETE FIGUEROA EVELYN DEL CARM;;BRICEÑO 1995;477399,000000;DIARIOS Y REVISTAS;01/07/;-73,06954640000;-36,81903210000
1003;COMERCIAL;2-004808;INGENIERIA Y CONSTRUCCION PETRA LIMITADA;79595620-4;BARROS ARANA  971;433000,000000;EMPRESA CONST;;-73,04686900000;-36,82455350000
1004;COMERCIAL;2-004822;EDUARDO COLE Y COMPAÑIIA LIMITADA;79629520-1;MARINA DE CHILE   2428;471100,000000;MINIMERCADO;;-73,06906010000;-36,81168750000
1005;COMERCIAL;2-004833;SOLDADURA ESPECIALES ARGENTA LIMITADA;84552800-4;SALAS   419;259900,000000;VTA DE SOLDADURAS;;-73,05584190000;-36,82974120000
1006;COMERCIAL;2-004844;ORTEGA SALAZAR JOSÉ LUIS;;DIEGO DE ORO   139;561000,000000;REST DIURNO;01/07/1900;-73,03101550000;-36,81164150000
1007;COMERCIAL;2-004848;ARAYA MORA JORGE AMADOR;;RENGO 865;561000,000000;REST DIURNO;01/07/1900;-73,05527990000;-36,82382840000
1008;COMERCIAL;2-004855;MEDINA SANHUEZA ALICIA DEL CARMEN;;PAICAVI 405;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,04209890000;-36,82391890000
1009;COMERCIAL;2-004863;PRODUCTORA DE SEGUROS EULUFI LIMITADA;78219200-0;BARROS ARANA  492;662200,000000;CORREDOR SEGUROS;;-73,05266700000;-36,82738700000
1010;COMERCIAL;2-004864;NEIRA ZAMBRANO MIGUEL ANGEL;;PATRICIO LYNCH  2571;561000,000000;REST DIURNO;01/0;-73,03326170000;-36,81023830000
1011;COMERCIAL;2-004868;OSORIO PINTO EVA DE LAS NIEVES;;PATRICIO LYNCH  345;561000,000000;RESTAURANTE COMERCIAL;;-73,03284880000;-36,80967270000
1012;COMERCIAL;2-004872;ESTABLECIMIENTOS LLANQUIHUE S. A.;96505360-3;GALVARINO 1880;471100,000000;MINIMERCADO;;-73,04744020000;-36,80726430000
1013;COMERCIAL;2-004897;SOCIEDAD BONIFETTI GUZMAN E HIJOS LIMITADA;79758720-6;COLO COLO  181;477399,000000;OFIC.ADM.EXTRACT.;;-73,04661990000;-36,82922510000
1014;COMERCIAL;2-004899;MARTINEZ AGURTO MANUEL HERMENEGILDO;;PAICAVI  2338;471100,000000;MINIMERCADO;01/07/1900;-73,05403400000;-36,80457330000
1015;COMERCIAL;2-004913;LZ EVENTOS SPA;77009867-K;MANUEL RODRIGUEZ  740;561000,000000;FUENTE DE SODA;1;-73,05511250000;-36,81722970000
1016;COMERCIAL;2-004915;SANCHEZ RIQUELME JOVA;;CAUPOLICAN 611;475909,000000;PAQUETERIA;01/07/1900;-73,05217250000;-36,82565580000
1017;COMERCIAL;2-004918;QUEZADA GARRIDO ZULEMA DEL CARMEN;;LOS EUCALIPTUS  2764;472101,000000;ALM DE PROVISIONES;;-73,03578890000;-36,79771080000
1018;COMERCIAL;2-004930;ZURICH CHILE SEGUROS DE VIDA S.A.;99185000-7;CHACABUCO  485;651210,000000;VTA. SEGUROS;;-73,05044320000;-36,83138800000
1019;COMERCIAL;2-004955;CENTRO DIAGNOSTICO ANATOMOPATOLOGICO LIMITADA;79955600-6;ONGOLMO 148;862021,000000;CENTRO MEDICO;;-73,04149110000;-36,82668940000
1020;COMERCIAL;2-004956;ACEROS Y METALES SOCIEDAD LIMITADA;87717600-2;LOS CARRERA  36;466909,000000;IMPORTAC/VTA.METALES;;-73,06019670000;-36,82699220000
1021;COMERCIAL;2-004963;HOTELERA CASTILLO Y COMPANIA LIMITADA;78447590-5;BULNES 635;551001,000000;HOTEL;01/07/19;-73,05471540000;-36,82049130000
1022;COMERCIAL;2-004966;COMERCIAL ENERFIT LIMITADA;76508234-K;MAIPU 1189;477102,000000;PRENDAS DE VESTIR, ARTICULOS DEPORTIVOS;;-73,04529310000;-36,82174280000
1023;COMERCIAL;2-004968;CASTRO AZÓCAR MIGUEL FERNANDO;;FREIRE 339;475201,000000;FERRETERIA;01/07/1900;-73,05517010000;-36,82707460000
1024;COMERCIAL;2-004990;FIGUEROA CANCINO CARMEN FLORENCIA;;BRASIL 739;471100,000000;MINIMERCADO;01/07/1900;-73,05750720000;-36,81359020000
1025;COMERCIAL;2-004993;KRAKOWIAK TICHAUER CLAUDIO;;GALERIA ALESSANDRI;475909,000000;PAQUETERIA;01/07/;-73,04940540000;-36,82682480000
1026;COMERCIAL;2-005003;RAMIREZ BETANCOURT OSVALDO CRISTIAN;;RENGO 899;451002,000000;RPTOS Y ACCESORIOS;01/07/190;-73,05512730000;-36,82348680000
1027;COMERCIAL;2-005008;BASCUR BARRAZA MANUEL;;RENGO 792;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05424880000;-36,82457240000
1028;COMERCIAL;2-005010;OCHOA CANDIA JUAN SEGUNDO;;O HIGGINS   391;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,05337270000;-36,82897180000
1029;COMERCIAL;2-005015;MAC POLLOS LIMITADA;79985520-8;O HIGGINS   99;472109,000000;ASADURIA DE POLLOS;01/01/199;-73,05685690000;-36,83046100000
1030;COMERCIAL;2-005019;COMERCIALIZADORA DE PRODUCTOS ALIMENTICIOS NELSON ALEJANDRO MANRIQUEZ OPORTUS EIRL;76114049-3;ANIBAL PINTO  631;0,000000;;;-73,05074660000;-36,82472660000
1031;COMERCIAL;2-005021;MOLINERA SANTA CLARA LIMITADA;88311500-7;LINCOYAN 838;472109,000000;VTA.HARINA/SUBPRODU;;-73,05567740000;-36,82437060000
1032;COMERCIAL;2-005031;VALENZUELA MORENO CARLOS EDUARDO;;COLO COLO  451;476103,000000;LIBRERIA;01/07/1900;-73,04855130000;-36,82621640000
1033;COMERCIAL;2-005041;ARANDA ROMERO SELMA JACQUELINE;;21 DE MAYO   2712;471100,000000;MINIMERCADO;01/07/190;-73,07275270000;-36,81062540000
1034;COMERCIAL;2-005055;ORREGO BRICEÑO PALMIRA DEL CARMEN;;GALERIA ALESSANDRI;476103,000000;LIBRERIA;;-73,04940540000;-36,82682480000
1035;COMERCIAL;2-005068;CASTILLO MORENO JOSÉ MIGUEL;;BARROS ARANA  756;477102,000000;ARTS.DE DAMAS;01/07/1;-73,04894280000;-36,82638580000
1036;COMERCIAL;2-005074;KAMADI S. A.;99518350-1;AINAVILLO 700;471100,000000;SUPERMERCADO;01/07/1900;-73,03833860000;-36,81911490000
1037;COMERCIAL;2-005095;RODRIGUEZ JARA CLAUDIO IVAN;;CAUPOLICAN 560;477394,000000;RELOJERIA/JOYERIA;01/07/19;-73,05142200000;-36,82614400000
1038;COMERCIAL;2-005097;SEPULVEDA YANEZ MARIA LUISA;;TUCAPEL 1763;476103,000000;ARTS. DE LIBRERIA;01/07/1900;-73,05459300000;-36,81181350000
1039;COMERCIAL;2-005099;EMPRESA DE SEGURIDAD RIVIMAR LIMITADA;76648430-1;FREIRE 788;960909,000000;SERVICIOS INTEGRALES DE SEGU;;-73,04949450000;-36,82494650000
1040;COMERCIAL;2-005104;ALVAREZ PRADENA NORMA;;ANIBAL PINTO  450;477399,000000;ARTS. PARA REGALO;01/07/1900;-73,04878140000;-36,82630100000
1041;COMERCIAL;2-005111;RESTAURANTE LA PICA DE PUCHACAY LIMITADA;76664179-2;GENERAL NOVOA  797;561000,000000;REST DIURNO;;-73,01967910000;-36,81923880000
1042;COMERCIAL;2-005130;BAT CHILE S. A.;88502900-0;PAICAVI  2555;463030,000000;DIST DE CIGARRILLOS;01/07/1900;-73,05557460000;-36,80344230000
1043;COMERCIAL;2-005131;COMERCIAL CALIBORO S. A.;96973440-0;BARROS ARANA  1007;471100,000000;MINIMERCADO;0;-73,04606780000;-36,82453870000
1044;COMERCIAL;2-005141;S. K. COMERCIAL S. A.;84196300-8;CAMINO A BULNES   2216;465909,000000;REPTOS/ACCES VEHICUL;;-72,99579400000;-36,82101110000
1045;COMERCIAL;2-005143;DISTRIBUIDORA TORRES VEGA LIMITADA;85698000-6;CAUPOLICAN 567;477102,000000;LENCERIA;;-73,05191890000;-36,82637460000
1046;COMERCIAL;2-005151;SOCIEDAD MEDICA DIALITICA LIMITADA;78154520-1;FREIRE 1665;862021,000000;PREST MEDICAS;0;-73,03845790000;-36,82001880000
1047;COMERCIAL;2-005159;VALLEJO FUENTEALBA OLGA DE LAS MERCEDES;;TEMISTOCLES  474;472101,000000;ALM DE PROVISIONES;;-73,06988070000;-36,82391260000
1048;COMERCIAL;2-005203;SEPULVEDA HERMANOS Y COMPANIA LIMITADA;80877100-4;FREIRE 57;451002,000000;RPTOS Y ACCESORIOS;;-73,05870330000;-36,82861120000
1049;COMERCIAL;2-005230;COMERCIAL  EL MERCADITO LIMITADA;76127931-9;ANIBAL PINTO  202;471100,000000;MINIMERCADO;;-73,04794050000;-36,82922890000
1050;COMERCIAL;2-005244;CONSTRUCTORA ANDALIEN LIMITADA;88173100-2;JANEQUEO    1960;410010,000000;OF ADMINISTRATIVA;;-73,05036040000;-36,80760520000
1051;COMERCIAL;2-005269;TORO JARA PATRICIO ALEJANDRO;;ARTURO PRAT   872;451002,000000;RPTOS.ACCESORIOS;01/07/;-73,06076000000;-36,82616000000
1052;COMERCIAL;2-005280;JUAN SOTO AGUILAR Y COMPAÑIA LIMITADA;78100720-K;CHACABUCO 1231;471100,000000;SUPERMERCADO;;-73,04089030000;-36,82746110000
1053;COMERCIAL;2-005296;MORA ZAPATA MÓNICA MAGALY;;CAMINO A PENCO   450;477399,000000;DIARIOS Y REVISTAS;01/07/1900;-73,02296720000;-36,78608650000
1054;COMERCIAL;2-005306;CATALAN Y COMPAÑÍA LIMITADA;86672600-0;FREIRE 522;561000,000000;REST DIURNO;01/07/1900;-73,05281680000;-36,82633470000
1055;COMERCIAL;2-005319;JCE CHILE S. A.;79713250-0;O HIGGINS   1186;477399,000000;OF INVERSIONES;01/07/1900;-73,04304120000;-36,82493320000
1056;COMERCIAL;2-005332;DURAN ROCA MARCO ANTONIO;;EJERCITO 1903;471100,000000;MINIMERCADO;01/07/1900;-73,04375120000;-36,80662930000
1057;COMERCIAL;2-005337;OLIVA GONZALEZ HORTENSIA DEL CARMEN;;FRESIA 1935;471100,000000;MINIMERCADO COMERCIAL;1;-73,04288890000;-36,80519660000
1058;COMERCIAL;2-005338;ZAMBRANO ANABALON ERICA IVONNE;;MAIPU 1006;471100,000000;MINIMERCADO COMERCIAL;01/07/190;-73,04721460000;-36,82273840000
1059;COMERCIAL;2-005342;VALENZUELA ROJAS LUIS ALFREDO;;MONTRIOU 1927;471100,000000;ROTISERIA;01/07/1900;-73,04327780000;-36,80441020000
1060;COMERCIAL;2-005345;GONZALEZ GAJARDO GLADYS;;LIENTUR 1611;471100,000000;MINIMERCADO;01/07/1900;-73,04304120000;-36,80944780000
1061;COMERCIAL;2-005349;TOLOZA VALLEJOS MARIA INES;;MANUEL GUTIERREZ  1365;471100,000000;MINIMERCADO;0;-73,05213800000;-36,80643610000
1062;COMERCIAL;2-005353;CASAS AGUAYO PEDRO GERARDO;;TUCAPEL 1848;471100,000000;MINIMERCADO;01/07/1900;-73,05492800000;-36,81080780000
1063;COMERCIAL;2-005355;ISLA SOTO AMELIA DEL CARMEN;;MANUEL RODRIGUEZ  590;471100,000000;MINIMERCADO;6;-73,05707160000;-36,81786190000
1064;COMERCIAL;2-005357;VENEGAS NUNEZ BELLA;;11;471100,000000;MINIMERCADO;01/07/1900;-73,04394460000;-36,82507370000
1065;COMERCIAL;2-005366;SUTTER ESCOPELITO SERGIO ALBERTO Y OTRA;50924220-8;BARROS ARANA  526;561000,000000;SALON DE TECAF;;-73,05208850000;-36,82741190000
1066;COMERCIAL;2-005380;CHAMORRO LEAL MARCIAL EDUARDO;;ARTURO PRAT  2681;471100,000000;MINIMERCADO;01/07/19;-73,07389260000;-36,81228060000
1067;COMERCIAL;2-005386;SALGADO BAZA ÚLVARO ALBERTO;;LAS HERAS  1099;471100,000000;MINIMERCADO;01/07/1900;-73,04772560000;-36,82011760000
1069;COMERCIAL;2-005397;TAPIA PEREIRA DAINA SUSAN;;BAQUEDANO 250;475909,000000;BAZAR,LIBRERIA,PAQUETERIA Y FOTOCOPIADO;;-73,03336750000;-36,81142100000
1070;COMERCIAL;2-005402;LOYOLA TIZNADO NOEMI;;ANIBAL PINTO  660;475909,000000;PAQUETERIA;01/07/1900;-73,05069680000;-36,82466380000
1071;COMERCIAL;2-005404;ESTACIONAMIENTOS AUTOPARK  LIMITADA;77295010-1;ANIBAL PINTO  231;522120,000000;PLAYA ESTACIONAMIE;;-73,04816390000;-36,82919780000
1072;COMERCIAL;2-005461;SHERWIN WILLIAMS CHILE S. A.;96803460-K;PAICAVI 1849;475201,000000;PINTURAS/REVESTIMIEN;;-73,05118260000;-36,80948070000
1073;COMERCIAL;2-005466;MOLINA CORNEJO Y CIA LTDA;52000160-3;MAIPU 867;511000,000000;PLAYA ESTACIONAMIENT;01/07/1;-73,04909860000;-36,82333070000
1074;COMERCIAL;2-005469;ARRIAGADA ARRIAGADA ISABEL DEL TRANSITO;;CAMINO A NONGUEN       425;471100,000000;MINIMERC;;-73,00809710000;-36,82153770000
1075;COMERCIAL;2-005474;SERVIBANCA S.A;96571690-4;CAUPOLICAN 346;620200,000000;SERV PROFESIONALES;01/07/1900;-73,04996890000;-36,82837150000
1076;COMERCIAL;2-005478;MUÑOZ AVILES DORIS    SOLEDAD;;JUAN DE DIOS RIVERA;477399,000000;DIARIOS Y REVISTAS;1;-73,04902320000;-36,80767670000
1077;COMERCIAL;2-005498;ROJAS Y COMPANIA LIMITADA;79624690-1;TRINITARIAS 159;829900,000000;SERV.EMPR.MADER/INDU;;-73,04847410000;-36,82997600000
1078;COMERCIAL;2-005499;ZARATE GOMEZ MARIA JESUS;;GUILLERMO MATTA  451;472109,000000;ROTISERIALIBRERIAPAQUETERIABEB AN;;-73,06965420000;-36,82467910000
1079;COMERCIAL;2-005514;MUNDACA ZAVALA JUAN LUIS;;ELOISA URRUTIA  391;471100,000000;MINIMERCADO;01/07/190;-73,01428920000;-36,82654350000
1080;COMERCIAL;2-005530;BÓRQUEZ SCARABELLI MARÍA PAULA;;CAUPOLICAN 567;682000,000000;CORREDORA DE PROPIEDADES;;-73,05191890000;-36,82637460000
1081;COMERCIAL;2-005544;CENT.D.EXP-ECOGRAF.SER.ME D.E.INV.DIAG.LTDA;79900060-1;ONGOLMO 174;862021,000000;CENTRO MEDICO;1;-73,04133480000;-36,82697140000
1082;COMERCIAL;2-005547;COM.DE ART.DE PROTECCION Y SEGURIDAD INDUSTRIAL MANQUEHUE L;86887200-4;CRUZ 1849;477399,000000;ARTS SEG;;-73,04012270000;-36,81313470000
1083;COMERCIAL;2-005551;DR. HUMBERTO MELO AIELLO Y COMPANIA LIMITADA;79905070-6;SAN MARTIN  920;862021,000000;TRAUMATOLOGIA;;-73,05289630000;-36,82996750000
1084;COMERCIAL;2-005595;SOCIEDAD GONZALO BIEL DE LA MAZA Y COMPANIA LIMITADA;79864230-8;CASTELLON 76;862021,000000;CENTRO ME;;-73,04436930000;-36,82968940000
1085;COMERCIAL;2-005625;MARITANO Y EBENSPERGER LIMITADA;86519000-K;MAIPU 1134;451002,000000;VTA.DE AUTOMOVILES;0;-73,04562390000;-36,82216510000
1086;COMERCIAL;2-005627;COMERCIAL LA OLLITA LTDA;78408480-9;RENGO 578;475909,000000;INSTRUM/ARTS.MUSICAL;01/07/1900;-73,05281810000;-36,82655750000
1087;COMERCIAL;2-005641;HENRÍQUEZ SEPÚLVEDA ABRAHAM ALEJANDRO;;ANDALIEN  1097;471100,000000;MINIMERCADO;01/0;-73,03836730000;-36,79218490000
1088;COMERCIAL;2-005695;CORREDORA DE_SEGUROS A Y C LTDA.;79977710-K;SAN MARTIN  553;662200,000000;C.DE SEGUROS;;-73,05078900000;-36,82900790000
1089;COMERCIAL;2-005696;AMPUERO MALDONADO JOSE MANUEL;;RENGO 578;561000,000000;SALON DE TE,FUENTE DE SODA;01/07/1;-73,05281810000;-36,82655750000
1090;COMERCIAL;2-005703;FORESTAL DEL SUR S.A.;79825060-4;COCHARANE 299;477399,000000;OF ADMINISTRATIVA;01/07/;-73,05324990000;-36,83139490000
1091;COMERCIAL;2-005708;SEGUROS DE VIDA SURA S. A.;96549050-7;BARROS ARANA  399;651210,000000;SEGUROS;01/07;-73,05414430000;-36,82786350000
1092;COMERCIAL;2-005712;DISTRIBUIDORA DE PRODUCTOS DE LABORATORIO DIPROLAB LIMITADA;78027120-5;CRUZ 1126;466901,000000;DROGUERI;;-73,04908270000;-36,81711430000
1093;COMERCIAL;2-005720;BANCO DE CHILE;97004000-5;BARROS ARANA  398;641910,000000;BANCO;01/07/1900;-73,05380870000;-36,82816000000
1094;COMERCIAL;2-005738;CISTERNAS VIGNEAUX MARIA BRUNILDA;;AV. COLLAO  1195;471100,000000;MINIMERCADO;01/07/;-73,01444590000;-36,82009270000
1095;COMERCIAL;2-005741;MARIN SARPPI BALSAMINA DEL CARMEN;;FERNANDEZ VIAL  2718;471100,000000;MINIMERCADO;;-73,07149290000;-36,80849310000
1096;COMERCIAL;2-005756;ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA;77215640-5;LOS CARRERA  801;471100,000000;MINIMERCADO;;-73,05030250000;-36,82235800000
1097;COMERCIAL;2-005789;NEPHROCARE CHILE S.A.;99507130-4;ONGOLMO 421;861020,000000;CLINICA DE DIALISIS;01/07/19;-73,04322930000;-36,82452620000
1098;COMERCIAL;2-005811;ESPINOZA FERREIRA SERGIO ALBERTO;;VEGA MONUMENTAL;472200,000000;BEB ANALCOHOLICAS;;-73,07834340000;-36,80852920000
1099;COMERCIAL;2-005839;ALBA COMUNICACIONES LIMITADA;79912020-8;O HIGGINS   680;477399,000000;OF ADMINISTRATIVA;;-73,04934800000;-36,82775800000
1100;COMERCIAL;2-005843;MUNOZ Y CANDIA LIMITADA;50077880-6;O HIGGINS      445;692000,000000;ASESORIAS CONTABLES;;-73,05252370000;-36,82860190000
1101;COMERCIAL;2-005848;CARRASCO CONTRERAS MARIA ISABEL;;CRUZ 1721;472200,000000;BEBIDAS ANALCOHOLICA;01/07/1900;-73,04151930000;-36,81372000000
1102;COMERCIAL;2-005868;FEIJOO FUENTES COMPANIA LIMITADA;77178490-9;ONGOLMO 154;471100,000000;MINIMERCADO;01/07;-73,04115040000;-36,82702610000
1103;COMERCIAL;2-005885;IMPORTADORA SELMER LIMITADA;76311749-9;ARTURO PRAT   884;451002,000000;RPTOS Y ACCESORIOS;;-73,06079620000;-36,82601750000
1104;COMERCIAL;2-005886;RESTAURANTES QUICK BISS LIMITADA;78798250-6;O HIGGINS   960;561000,000000;RESTAURANTE COMERCIAL;;-73,04590460000;-36,82612980000
1105;COMERCIAL;2-005891;CATALAN ARIAS MARIA GLADE;;BANDERA 1050;471100,000000;MINIMERCADO;01/07/1900;-73,05207230000;-36,81433030000
1106;COMERCIAL;2-005892;MUÑOZ BELLO LORETO SUSANA;;QUINTA AGRICOLA  1969;471100,000000;MINIMERCADO;01/;-73,01100950000;-36,83050390000
1107;COMERCIAL;2-005912;BURBOA VEGA SERGIO OSVALDO;;ARGOMEDO 175;471100,000000;MINIMERCADO;01/07/1900;-73,06845620000;-36,81696890000
1108;COMERCIAL;2-005919;JARA GUTIERREZ LUIS ALBERTO;7634647-K;JORGE MONTT  2388;471100,000000;MINIMERCADO;01/07/1900;-73,07297720000;-36,81522240000
1109;COMERCIAL;2-005920;LAGOS AVELLO ANGEL CUSTODIO;;GENERAL GOROSTIAGA  1240;471100,000000;MINIMERCADO;;-73,01669440000;-36,82451760000
1110;COMERCIAL;2-005926;LLANCAFIL VERA SANDRA MARIA;;GENERAL GOROSTIAGA  1310;471100,000000;MINIMERCADO COMERCIAL,;;-73,01574390000;-36,82493740000
1111;COMERCIAL;2-005956;SILVA Y SILVA LIMITADA;78059230-3;21 DE MAYO 21;477399,000000;AG.POLLA Y LOTERIA;01/0;-73,06958560000;-36,81303170000
1112;COMERCIAL;2-005962;BANCO INTERNACIONAL;97011000-3;O HIGGINS      324;641910,000000;BANCO COMERCIAL;;-73,05392670000;-36,82946500000
1113;COMERCIAL;2-005968;CALIMPORT S.A.;86317400-7;SERRANO 1272;469000,000000;DIST.EQUIPOS ELECTRI;01/07/1900;-73,06222580000;-36,82156860000
1114;COMERCIAL;2-006021;SOCIEDAD COMERCIAL OHIGGINS LIMITADA;82082100-9;O HIGGINS   914;464905,000000;DIST.LIBROS Y TEXTIL;;-73,04635710000;-36,82638730000
1115;COMERCIAL;2-006034;ANFOSSI HERNÚNDEZ JOSEFINA DEL CARMEN;;21 DE MAYO 21;477397,000000;PLANTAS FLORES VIVER;;-73,06958560000;-36,81303170000
1116;COMERCIAL;2-006079;PEÑAILILLO OLIVEIRA LUISA DEL CARMEN;;COLO COLO  733;475909,000000;BAZARFERRETERIA;1;-73,05033620000;-36,82345320000
1117;COMERCIAL;2-006089;RADIODIFUSION EL CONQUISTADOR S.A.;80772900-4;TUCAPEL 882;602000,000000;RADIODIFUSORA;0;-73,04868450000;-36,82095370000
1118;COMERCIAL;2-006096;AVICOLA CHEQUEN SPA;78065920-3;ONGOLMO 716;462020,000000;ROTISERIA;01/07/1900;-73,04504080000;-36,82153480000
1119;COMERCIAL;2-006098;LA COCINA SPA;76543169-7;PAICAVI 246;561000,000000;RESTAURANTE COMERCIAL;11/03/2005;-73,04050470000;-36,82566520000
1120;COMERCIAL;2-006108;COMERCIAL E IMPORTADORA .AUDIOMUSICA SPA;96579920-6;BARROS ARANA  201;477399,000000;IMPORT/VTA.IN;;-73,05609130000;-36,82875540000
1121;COMERCIAL;2-006109;SAGITARIO DISEÑO E IMPRESOS LIMITADA;78357470-5;ANIBAL PINTO  296;821900,000000;SERVICIO FOTOCOP;;-73,04824050000;-36,82850000000
1122;COMERCIAL;2-006111;COMPANIA DE SEGUROS CONFUTURO S.A.;96571890-7;CAUPOLICAN 242;651210,000000;SEGUROS DE VIDA;;-73,04937890000;-36,82942270000
1123;COMERCIAL;2-006129;COMIDA AL PASO Y ASADURIA DE POLLOS MICHAEL ANDRES CONTRERAS;77340641-3;TUCAPEL 1802;561000,000000;A;;-73,05473140000;-36,81106010000
1124;COMERCIAL;2-006162;TRONGOL LIMITADA;79958280-5;O HIGGINS   680;602000,000000;RADIOEMISORA;01/01/1992;-73,04934800000;-36,82775800000
1125;COMERCIAL;2-006172;TECNIGEN S. A.;93020000-K;FRANCISCO LAZO DE LA VEGA;469000,000000;OF ADMINISTRATIVA;;-73,05796930000;-36,79264440000
1126;COMERCIAL;2-006187;R D T S. A.;96564300-1;O HIGGINS   680;602000,000000;OF ADM TELEVISION;01/07/1900;-73,04934800000;-36,82775800000
1127;COMERCIAL;2-006224;WIKEE REYES AUGUSTO REINALDO;;SALAS   681;451002,000000;RPTOS Y ACCESORIOS;01/07/1900;-73,05695670000;-36,82717110000
1128;COMERCIAL;2-006249;RIVERA SEPULVEDA ROSA ESTER;;01 ORIENTE  1005;471100,000000;MINIMERCADO;01/01/1992;-73,03572810000;-36,81437500000
1129;COMERCIAL;2-006279;BOSS PRODUCCIONES LIMITADA;77842770-2;BARROS ARANA  1356;561000,000000;RESTAURANTE COMERCIAL;;-73,04160210000;-36,82301450000
1130;COMERCIAL;2-006291;SOTO NAVARRETE ADRIANA PATRICIA;;TUCAPEL 898;471100,000000;MINIMERCADO;01/01/1992;-73,04878040000;-36,82075930000
1131;COMERCIAL;2-006305;RENDIC HERMANOS S. A.;81537600-5;CHACABUCO 70;471100,000000;SUPERMERCADO;01/01/1992;-73,05482420000;-36,83419370000
1132;COMERCIAL;2-006334;AREVALO GALDAMES KARINA ELIZABET;;BAQUEDANO 209;471100,000000;MINIMERCADO;01/01/1992;-73,03310040000;-36,81184440000
1133;COMERCIAL;2-006338;RAMIREZ AREVALO LAIDER MAGALY;;CARRIEL SUR   1863;472101,000000;MINIMERCADO;01/01/;-73,04545650000;-36,80668670000
1134;COMERCIAL;2-006354;COOPERATIVA AGRICOLA  Y LECHERA DE LA UNION LIMITADA;81094100-6;O HIGGINS   1731;477399,000000;VENTA;;-73,03628950000;-36,82182690000
1135;COMERCIAL;2-006389;SARAVIA REYES JEAN CARLO;;BARROS ARANA  565;561000,000000;RESTAURANTE;01/01/1992;-73,05176240000;-36,82692790000
1136;COMERCIAL;2-006404;JOSE LUIS ALEGRIA Y COMPANIA LIMITADA;79855780-7;COLO COLO  218;682000,000000;OF C.DE PROPIEDADES;;-73,04662900000;-36,82864070000
1137;COMERCIAL;2-006406;VIDA TRES S. A.;96502530-8;LINCOYAN 470;651220,000000;ISAPRE;01/01/1992;-73,05336990000;-36,82812940000
1138;COMERCIAL;2-006407;NORÍN NORÍN JUAN DE DIOS;;MAIPU 80;561000,000000;RESTAURANTE COMERCIAL;01/01/1992;-73,05896860000;-36,82770550000
1139;COMERCIAL;2-006415;CARTES MAZA MIRTA INGRID;;21 DE MAYO 21;477201,000000;FARMACIA;01/01/1992;-73,06958560000;-36,81303170000
1140;COMERCIAL;2-006423;GUERRA ARRIAGADA BLANCA   ELISA;;MAIPU;477399,000000;DIARIOS Y REVISTAS;01/01/1992;-73,04490240000;-36,82167860000
